,date,age,type,quantity,weight,price_min,price_max,price_avg,price_unit,category
4,2015-03-05,2 3/4,VE,63,380,1300,2540,2145,815718,HEMBRA DE SEGUNDA
5,2015-03-05,3,VE,38,456,2300,2740,2549,1161731,HEMBRA DE SEGUNDA
6,2015-03-05,3,VP,2,457,2100,2100,2100,959700,HEMBRA DE SEGUNDA
7,2015-03-05,,ML,31,123,2800,3000,2900,356633,MACHO DE SEGUNDA
8,2015-03-05,1,ML,23,142,2850,3000,2925,414450,MACHO DE SEGUNDA
9,2015-03-05,1 1/2,ML,182,198,2900,3500,3167,625712,MACHO DE SEGUNDA
10,2015-03-05,1 1/3,ML,66,235,2000,3450,3021,709179,MACHO DE SEGUNDA
11,2015-03-05,1 1/4,ML,98,165,2950,3350,3150,519600,MACHO DE SEGUNDA
12,2015-03-05,2,MC,29,262,2000,3050,2650,696250,MACHO DE SEGUNDA
13,2015-03-05,2 1/2,MC,3,355,3200,3200,3200,1136000,MACHO DE SEGUNDA
14,2015-03-05,2 1/4,MC,85,298,3060,3200,3152,939080,MACHO DE SEGUNDA
15,2015-03-05,2 3/4,MC,1,368,3200,3200,3200,1177600,MACHO DE SEGUNDA
16,2015-03-05,3,TO,4,632,2600,3000,2710,1709160,MACHO DE SEGUNDA
0,2015-03-10,,HL,1,98,2000,2000,2000,196000,HEMBRA DE PRIMERA
1,2015-03-10,1 1/2,HL,11,191,2650,2750,2700,515850,HEMBRA DE PRIMERA
2,2015-03-10,2,HL,3,255,2650,2650,2650,675750,HEMBRA DE PRIMERA
3,2015-03-10,2 1/2,HV,11,347,2760,2780,2770,961170,HEMBRA DE PRIMERA
4,2015-03-10,2 3/4,HV,17,384,2640,2760,2700,1037300,HEMBRA DE PRIMERA
5,2015-03-10,2 3/4,VE,5,396,2820,2820,2820,1116720,HEMBRA DE PRIMERA
6,2015-03-10,3,HV,1,422,2940,2940,2940,1240680,HEMBRA DE PRIMERA
7,2015-03-10,3,VE,68,453,2540,2820,2700,1225200,HEMBRA DE PRIMERA
8,2015-03-10,1,ML,17,137,3550,3550,3550,486350,MACHO DE PRIMERA
9,2015-03-10,1 1/2,ML,20,197,3450,3450,3450,679650,MACHO DE PRIMERA
10,2015-03-10,1 1/4,ML,22,168,3400,3500,3450,579400,MACHO DE PRIMERA
11,2015-03-10,2,ML,16,274,3300,3300,3300,904200,MACHO DE PRIMERA
12,2015-03-10,2 1/4,MC,16,296,3200,3200,3200,947200,MACHO DE PRIMERA
13,2015-03-10,2 1/4,ML,6,287,3260,3260,3260,935620,MACHO DE PRIMERA
14,2015-03-10,2 3/4,MC,4,372,3100,3100,3100,1153200,MACHO DE PRIMERA
15,2015-03-10,3,TO,2,582,2920,3160,3040,1762800,MACHO DE PRIMERA
16,2015-03-10,,HL,9,118,3000,3000,3000,354000,HEMBRA DE SEGUNDA
17,2015-03-10,1,HL,6,131,2400,2400,2400,314400,HEMBRA DE SEGUNDA
18,2015-03-10,2,HV,20,275,2660,2660,2660,731500,HEMBRA DE SEGUNDA
19,2015-03-10,2 1/2,HV,2,344,2600,2600,2600,894400,HEMBRA DE SEGUNDA
20,2015-03-10,2 1/2,VE,9,344,2400,2540,2487,856087,HEMBRA DE SEGUNDA
0,2015-03-10,2 1/4,HV,1,294,2500,2500,2500,735000,HEMBRA DE SEGUNDA
1,2015-03-10,2 3/4,VE,12,373,2460,2520,2490,929275,HEMBRA DE SEGUNDA
2,2015-03-10,3,VE,28,418,2300,2740,2512,1049608,HEMBRA DE SEGUNDA
3,2015-03-10,3,VP,3,415,2360,2360,2360,979400,HEMBRA DE SEGUNDA
4,2015-03-10,,ML,23,121,3000,3250,3125,378875,MACHO DE SEGUNDA
5,2015-03-10,1,ML,17,130,3400,3400,3400,442000,MACHO DE SEGUNDA
6,2015-03-10,1 1/2,ML,50,208,3100,3450,3262,676525,MACHO DE SEGUNDA
7,2015-03-10,1 1/4,ML,15,165,3450,3450,3450,569250,MACHO DE SEGUNDA
8,2015-03-10,2,ML,12,253,3250,3250,3250,822250,MACHO DE SEGUNDA
9,2015-03-10,2 1/2,MC,4,356,3040,3040,3040,1082240,MACHO DE SEGUNDA
10,2015-03-10,3,TO,18,541,2600,3180,2970,1586080,MACHO DE SEGUNDA
0,2015-03-12,1,HL,9,137,3150,3150,3150,431550,HEMBRA DE PRIMERA
1,2015-03-12,1 1/2,HL,51,202,2550,2900,2800,564675,HEMBRA DE PRIMERA
2,2015-03-12,1 1/3,HL,6,220,2800,2800,2800,616000,HEMBRA DE PRIMERA
3,2015-03-12,1 1/4,HL,80,169,2850,3100,3000,505608,HEMBRA DE PRIMERA
4,2015-03-12,2,HV,56,268,2750,2900,2788,745750,HEMBRA DE PRIMERA
5,2015-03-12,2 1/2,HV,3,355,2800,2800,2800,994000,HEMBRA DE PRIMERA
6,2015-03-12,2 1/4,HV,10,293,2700,2700,2700,791100,HEMBRA DE PRIMERA
7,2015-03-12,2 3/4,VE,15,381,2440,2440,2440,929640,HEMBRA DE PRIMERA
8,2015-03-12,3,HV,10,430,2780,2860,2820,1212680,HEMBRA DE PRIMERA
9,2015-03-12,3,VE,36,468,2480,2880,2768,1298230,HEMBRA DE PRIMERA
10,2015-03-12,3,VP,2,440,2500,2500,2500,1100000,HEMBRA DE PRIMERA
11,2015-03-12,,ML,1,114,3000,3000,3000,342000,MACHO DE PRIMERA
12,2015-03-12,1 1/2,ML,164,207,3400,3700,3569,738762,MACHO DE PRIMERA
13,2015-03-12,1 1/3,ML,80,240,3400,3550,3442,827333,MACHO DE PRIMERA
14,2015-03-12,1 1/4,ML,237,170,3400,3650,3564,605895,MACHO DE PRIMERA
15,2015-03-12,2,MC,67,268,3200,3500,3375,902950,MACHO DE PRIMERA
16,2015-03-12,2,ML,5,270,3200,3200,3200,864000,MACHO DE PRIMERA
17,2015-03-12,2 1/2,MC,20,340,3300,3300,3300,1122000,MACHO DE PRIMERA
18,2015-03-12,2 1/4,MC,60,292,3350,3400,3367,982900,MACHO DE PRIMERA
19,2015-03-12,2 3/4,MC,1,394,3080,3080,3080,1213520,MACHO DE PRIMERA
20,2015-03-12,3,MC,2,403,2900,2900,2900,1168700,MACHO DE PRIMERA
21,2015-03-12,3,TO,4,546,2960,3120,3045,1666870,MACHO DE PRIMERA
0,2015-03-12,,HL,2,94,2900,2900,2900,272600,HEMBRA DE SEGUNDA
1,2015-03-12,1 1/3,HL,1,232,2400,2400,2400,556800,HEMBRA DE SEGUNDA
2,2015-03-12,1 1/4,HL,3,177,2750,2750,2750,486750,HEMBRA DE SEGUNDA
3,2015-03-12,2 1/2,HV,9,342,2600,2680,2640,904620,HEMBRA DE SEGUNDA
4,2015-03-12,2 1/2,VE,32,344,2200,2600,2327,800607,HEMBRA DE SEGUNDA
5,2015-03-12,2 1/2,VP,12,336,2650,2650,2650,890400,HEMBRA DE SEGUNDA
6,2015-03-12,2 1/4,HV,2,302,2500,2500,2500,755000,HEMBRA DE SEGUNDA
7,2015-03-12,2 1/4,VE,3,308,2200,2350,2275,701725,HEMBRA DE SEGUNDA
8,2015-03-12,2 3/4,HV,1,368,2700,2700,2700,993600,HEMBRA DE SEGUNDA
9,2015-03-12,2 3/4,VE,39,382,2160,2700,2340,892480,HEMBRA DE SEGUNDA
10,2015-03-12,3,VE,66,447,2240,2740,2448,1091836,HEMBRA DE SEGUNDA
11,2015-03-12,3,VP,5,458,2000,2200,2100,963300,HEMBRA DE SEGUNDA
12,2015-03-12,,ML,100,108,2100,3800,3379,366236,MACHO DE SEGUNDA
13,2015-03-12,1,ML,148,143,2800,3500,3221,459786,MACHO DE SEGUNDA
14,2015-03-12,1 1/2,ML,229,204,2500,3450,3217,657433,MACHO DE SEGUNDA
15,2015-03-12,1 1/3,ML,110,232,1900,3450,3100,721756,MACHO DE SEGUNDA
16,2015-03-12,1 1/4,ML,174,167,2900,3400,3205,536391,MACHO DE SEGUNDA
17,2015-03-12,2,MC,114,263,2700,3400,3166,832768,MACHO DE SEGUNDA
18,2015-03-12,2 1/2,MC,36,332,2650,3180,2919,970643,MACHO DE SEGUNDA
19,2015-03-12,2 1/4,MC,57,292,3000,3250,3115,908992,MACHO DE SEGUNDA
20,2015-03-12,2 3/4,MC,2,375,2880,3020,2950,1105760,MACHO DE SEGUNDA
21,2015-03-12,3,MC,1,410,2500,2500,2500,1025000,MACHO DE SEGUNDA
22,2015-03-12,3,TO,5,574,2000,3060,2756,1614624,MACHO DE SEGUNDA
0,2015-03-17,1 1/2,HL,5,192,2800,2800,2800,537600,HEMBRA DE PRIMERA
1,2015-03-17,1 1/4,HL,7,164,2850,2850,2850,467400,HEMBRA DE PRIMERA
2,2015-03-17,3,HV,11,405,2640,2820,2730,1105290,HEMBRA DE PRIMERA
3,2015-03-17,3,VE,19,456,2640,2840,2747,1251587,HEMBRA DE PRIMERA
4,2015-03-17,1 1/2,ML,37,192,3500,3500,3500,673750,MACHO DE PRIMERA
5,2015-03-17,1 1/4,ML,25,174,3700,3700,3700,643800,MACHO DE PRIMERA
6,2015-03-17,2,MC,18,266,3300,3300,3300,877800,MACHO DE PRIMERA
7,2015-03-17,2 1/4,MC,9,314,3060,3060,3060,960840,MACHO DE PRIMERA
8,2015-03-17,3,MC,14,486,3140,3160,3150,1531140,MACHO DE PRIMERA
9,2015-03-17,3,TO,1,566,3300,3300,3300,1867800,MACHO DE PRIMERA
10,2015-03-17,,HL,7,104,3000,3000,3000,312000,HEMBRA DE SEGUNDA
11,2015-03-17,1 1/3,HL,7,242,2450,2450,2450,592900,HEMBRA DE SEGUNDA
12,2015-03-17,2 3/4,VE,27,382,2180,2600,2390,912334,HEMBRA DE SEGUNDA
13,2015-03-17,2 3/4,VP,3,363,2500,2500,2500,907500,HEMBRA DE SEGUNDA
14,2015-03-17,3,VE,25,433,2200,2600,2420,1044340,HEMBRA DE SEGUNDA
15,2015-03-17,,ML,19,120,3200,3400,3300,394400,MACHO DE SEGUNDA
16,2015-03-17,1,ML,3,148,3200,3200,3200,473600,MACHO DE SEGUNDA
0,2015-03-17,1 1/3,ML,5,226,2650,2650,2650,598900,MACHO DE SEGUNDA
1,2015-03-17,1 1/4,ML,6,154,2900,2900,2900,446600,MACHO DE SEGUNDA
2,2015-03-17,2 1/2,MC,9,338,3060,3060,3060,1034280,MACHO DE SEGUNDA
3,2015-03-17,2 1/4,ML,16,300,3040,3040,3040,912000,MACHO DE SEGUNDA
4,2015-03-17,3,MC,15,466,2840,3060,2950,1377550,MACHO DE SEGUNDA
5,2015-03-17,3,TO,1,402,2700,2700,2700,1085400,MACHO DE SEGUNDA
0,2015-03-19,,HL,18,126,2800,3000,2900,364100,HEMBRA DE PRIMERA
1,2015-03-19,1,HL,7,149,2800,2800,2800,417200,HEMBRA DE PRIMERA
2,2015-03-19,1 1/2,HL,68,204,2600,2950,2762,563512,HEMBRA DE PRIMERA
3,2015-03-19,1 1/3,HL,12,246,2900,2900,2900,713400,HEMBRA DE PRIMERA
4,2015-03-19,1 1/3,HV,9,234,2800,2800,2800,655200,HEMBRA DE PRIMERA
5,2015-03-19,1 1/4,HL,46,168,2450,3100,2788,469250,HEMBRA DE PRIMERA
6,2015-03-19,2 1/2,HV,6,332,2580,2580,2580,856560,HEMBRA DE PRIMERA
7,2015-03-19,2 1/4,HV,32,286,2800,3000,2887,825280,HEMBRA DE PRIMERA
8,2015-03-19,2 3/4,HV,42,380,2860,2900,2890,1096830,HEMBRA DE PRIMERA
9,2015-03-19,2 3/4,VE,4,380,2740,2800,2770,1054150,HEMBRA DE PRIMERA
10,2015-03-19,3,HV,9,400,2900,2900,2900,1160000,HEMBRA DE PRIMERA
11,2015-03-19,3,VE,40,473,2560,2920,2782,1317107,HEMBRA DE PRIMERA
12,2015-03-19,3,VP,11,464,2400,2700,2550,1193250,HEMBRA DE PRIMERA
13,2015-03-19,,ML,17,115,3500,3750,3617,417033,MACHO DE PRIMERA
14,2015-03-19,1,ML,24,144,3650,3650,3650,525600,MACHO DE PRIMERA
15,2015-03-19,1 1/2,ML,155,204,3150,3600,3460,706605,MACHO DE PRIMERA
16,2015-03-19,1 1/3,MC,30,240,3200,3350,3275,787375,MACHO DE PRIMERA
17,2015-03-19,1 1/3,ML,125,236,3250,3600,3421,807243,MACHO DE PRIMERA
18,2015-03-19,1 1/4,ML,114,167,3000,3650,3400,567538,MACHO DE PRIMERA
19,2015-03-19,2,MC,62,263,3280,3350,3320,873022,MACHO DE PRIMERA
20,2015-03-19,2 1/2,MC,36,338,2960,3300,3085,1042290,MACHO DE PRIMERA
21,2015-03-19,2 1/4,MC,58,295,3300,3400,3350,989650,MACHO DE PRIMERA
22,2015-03-19,2 3/4,MC,37,370,3000,3260,3155,1166555,MACHO DE PRIMERA
23,2015-03-19,3,MC,3,425,3040,3040,3040,1292000,MACHO DE PRIMERA
24,2015-03-19,3,TO,2,675,2900,3180,3040,2048220,MACHO DE PRIMERA
0,2015-03-19,,HL,11,118,3100,3100,3100,365800,HEMBRA DE SEGUNDA
1,2015-03-19,2,HV,8,250,2700,2700,2700,675000,HEMBRA DE SEGUNDA
2,2015-03-19,2 1/2,HV,6,335,2600,2600,2600,871000,HEMBRA DE SEGUNDA
3,2015-03-19,2 1/2,VE,37,344,2200,2600,2400,826860,HEMBRA DE SEGUNDA
4,2015-03-19,2 1/4,HV,6,302,2600,2720,2660,802840,HEMBRA DE SEGUNDA
5,2015-03-19,2 3/4,VE,71,382,2300,2600,2429,927418,HEMBRA DE SEGUNDA
6,2015-03-19,3,VE,11,414,2100,2580,2340,969340,HEMBRA DE SEGUNDA
7,2015-03-19,,ML,10,93,3200,3200,3200,297600,MACHO DE SEGUNDA
8,2015-03-19,1 1/2,ML,53,202,2500,3300,3075,621658,MACHO DE SEGUNDA
9,2015-03-19,1 1/3,MC,4,232,2900,2900,2900,672800,MACHO DE SEGUNDA
10,2015-03-19,1 1/3,ML,43,230,3000,100000,27338,6069075,MACHO DE SEGUNDA
11,2015-03-19,1 1/4,ML,70,170,3000,3450,3200,544600,MACHO DE SEGUNDA
12,2015-03-19,2,MC,104,261,2700,3350,3132,818479,MACHO DE SEGUNDA
13,2015-03-19,2 1/2,MC,26,344,3040,3100,3070,1057180,MACHO DE SEGUNDA
14,2015-03-19,2 1/4,MC,23,290,3200,3200,3200,928000,MACHO DE SEGUNDA
15,2015-03-19,2 3/4,MC,54,367,3140,3300,3220,1180560,MACHO DE SEGUNDA
0,2015-03-24,,HL,8,127,2600,2600,2600,330200,HEMBRA DE PRIMERA
1,2015-03-24,1 1/2,HL,22,183,3000,5000,3883,712983,HEMBRA DE PRIMERA
2,2015-03-24,2 3/4,HV,2,375,2600,2600,2600,975000,HEMBRA DE PRIMERA
3,2015-03-24,3,VE,24,500,2300,2900,2547,1283980,HEMBRA DE PRIMERA
4,2015-03-24,1 1/2,ML,68,200,3300,3500,3388,678512,MACHO DE PRIMERA
5,2015-03-24,1 1/4,ML,6,158,3200,3200,3200,505600,MACHO DE PRIMERA
6,2015-03-24,2,MC,25,263,3350,3350,3350,881050,MACHO DE PRIMERA
7,2015-03-24,3,TO,7,806,2840,3160,3031,2441914,MACHO DE PRIMERA
8,2015-03-24,2 1/2,VE,7,330,2100,2100,2100,693000,HEMBRA DE SEGUNDA
9,2015-03-24,2 3/4,VE,16,366,2360,2560,2460,900560,HEMBRA DE SEGUNDA
10,2015-03-24,,ML,2,76,2000,2000,2000,152000,MACHO DE SEGUNDA
11,2015-03-24,2,MC,22,259,3350,3350,3350,867650,MACHO DE SEGUNDA
12,2015-03-24,2 3/4,MC,7,396,2860,2860,2860,1132560,MACHO DE SEGUNDA
13,2015-03-24,3,MC,8,456,3040,3040,3040,1386240,MACHO DE SEGUNDA
14,2015-03-24,3,TO,1,608,2300,2300,2300,1398400,MACHO DE SEGUNDA
0,2015-03-26,,HL,9,120,2900,3350,3125,376225,HEMBRA DE PRIMERA
1,2015-03-26,1,HL,14,141,2850,3050,2967,419000,HEMBRA DE PRIMERA
2,2015-03-26,1 1/2,HL,15,207,2750,2900,2825,585525,HEMBRA DE PRIMERA
3,2015-03-26,1 1/3,HL,26,235,2900,2900,2900,681500,HEMBRA DE PRIMERA
4,2015-03-26,2 1/2,HV,32,343,2800,2900,2850,978350,HEMBRA DE PRIMERA
5,2015-03-26,2 1/4,HV,40,308,2720,3500,2985,917180,HEMBRA DE PRIMERA
6,2015-03-26,2 3/4,HV,20,374,2880,2940,2910,1089450,HEMBRA DE PRIMERA
7,2015-03-26,2 3/4,VE,2,387,2660,2660,2660,1029420,HEMBRA DE PRIMERA
8,2015-03-26,3,HV,10,446,3040,3040,3040,1355840,HEMBRA DE PRIMERA
9,2015-03-26,3,VE,64,459,2620,3080,2909,1339440,HEMBRA DE PRIMERA
10,2015-03-26,3,VP,10,435,2700,2700,2700,1174500,HEMBRA DE PRIMERA
11,2015-03-26,,ML,10,108,3800,3900,3850,417400,MACHO DE PRIMERA
12,2015-03-26,1,ML,40,138,3550,3700,3650,502517,MACHO DE PRIMERA
13,2015-03-26,1 1/2,ML,101,194,3100,3800,3500,678414,MACHO DE PRIMERA
14,2015-03-26,1 1/3,ML,87,225,3400,3550,3475,781638,MACHO DE PRIMERA
15,2015-03-26,1 1/4,ML,47,170,3700,3750,3725,631625,MACHO DE PRIMERA
16,2015-03-26,2,MC,75,260,3150,3400,3275,853788,MACHO DE PRIMERA
17,2015-03-26,2 1/2,MC,20,334,3100,3200,3150,1053450,MACHO DE PRIMERA
18,2015-03-26,2 1/4,MC,18,318,3300,3300,3300,1049400,MACHO DE PRIMERA
19,2015-03-26,2 3/4,MC,18,378,3250,3250,3250,1228500,MACHO DE PRIMERA
20,2015-03-26,3,TO,7,577,2940,3280,3133,1803787,MACHO DE PRIMERA
0,2015-03-26,,HL,2,119,1900,2600,2250,267400,HEMBRA DE SEGUNDA
1,2015-03-26,1,HL,2,136,2700,3200,2950,399700,HEMBRA DE SEGUNDA
2,2015-03-26,1 1/2,HL,9,192,2550,2900,2725,519825,HEMBRA DE SEGUNDA
3,2015-03-26,1 1/3,HL,1,234,2650,2650,2650,620100,HEMBRA DE SEGUNDA
4,2015-03-26,1 1/4,HL,11,172,2750,2900,2825,484750,HEMBRA DE SEGUNDA
5,2015-03-26,2,HV,36,267,2500,2750,2625,701762,HEMBRA DE SEGUNDA
6,2015-03-26,2 1/2,HV,5,342,2800,2800,2800,957600,HEMBRA DE SEGUNDA
7,2015-03-26,2 1/2,VE,10,330,2360,2360,2360,778800,HEMBRA DE SEGUNDA
8,2015-03-26,2 3/4,VE,24,367,2440,2500,2467,904440,HEMBRA DE SEGUNDA
9,2015-03-26,2 3/4,VP,1,382,2300,2300,2300,878600,HEMBRA DE SEGUNDA
10,2015-03-26,3,VE,3,418,2240,2300,2270,950070,HEMBRA DE SEGUNDA
11,2015-03-26,3,VP,4,469,2350,2400,2375,1114800,HEMBRA DE SEGUNDA
12,2015-03-26,,ML,34,117,3200,3450,3338,391188,MACHO DE SEGUNDA
13,2015-03-26,1,ML,26,146,3350,3400,3375,491025,MACHO DE SEGUNDA
14,2015-03-26,1 1/2,ML,69,204,2900,3500,3183,648425,MACHO DE SEGUNDA
15,2015-03-26,1 1/3,ML,80,232,2800,3400,3133,727317,MACHO DE SEGUNDA
16,2015-03-26,1 1/4,ML,50,174,1900,3550,3080,535840,MACHO DE SEGUNDA
17,2015-03-26,2,MC,45,262,2850,3200,3033,796950,MACHO DE SEGUNDA
18,2015-03-26,2 1/2,MC,24,337,2500,3200,2940,987733,MACHO DE SEGUNDA
19,2015-03-26,2 1/4,MC,59,292,3000,3250,3076,899270,MACHO DE SEGUNDA
20,2015-03-26,2 1/4,ML,3,299,3100,3100,3100,926900,MACHO DE SEGUNDA
21,2015-03-26,3,MC,3,410,3120,3120,3120,1279200,MACHO DE SEGUNDA
0,2015-03-31,1 1/3,HL,7,232,2600,2600,2600,603200,HEMBRA DE PRIMERA
1,2015-03-31,1 1/3,HV,12,227,2650,2650,2650,601550,HEMBRA DE PRIMERA
2,2015-03-31,1 1/4,HL,6,161,2600,2600,2600,418600,HEMBRA DE PRIMERA
3,2015-03-31,2 3/4,HV,2,362,2980,2980,2980,1078760,HEMBRA DE PRIMERA
4,2015-03-31,2 3/4,VE,4,382,2740,2740,2740,1046680,HEMBRA DE PRIMERA
5,2015-03-31,3,VE,41,441,2400,2960,2710,1200290,HEMBRA DE PRIMERA
6,2015-03-31,3,VP,8,503,2360,2360,2360,1187080,HEMBRA DE PRIMERA
7,2015-03-31,1,ML,26,143,3600,3600,3600,514800,MACHO DE PRIMERA
8,2015-03-31,1 1/2,ML,55,192,3300,3650,3538,680425,MACHO DE PRIMERA
9,2015-03-31,1 1/3,ML,10,240,3250,3250,3250,780000,MACHO DE PRIMERA
10,2015-03-31,1 1/4,ML,24,156,3400,3550,3475,542400,MACHO DE PRIMERA
11,2015-03-31,2 1/4,MC,1,290,3250,3250,3250,942500,MACHO DE PRIMERA
12,2015-03-31,3,TO,16,512,3140,3320,3245,1661060,MACHO DE PRIMERA
13,2015-03-31,1 1/3,HL,1,240,2300,2300,2300,552000,HEMBRA DE SEGUNDA
14,2015-03-31,2 1/4,HV,17,283,2450,2500,2475,700350,HEMBRA DE SEGUNDA
15,2015-03-31,2 3/4,VE,3,385,2540,2540,2540,977900,HEMBRA DE SEGUNDA
16,2015-03-31,3,VE,1,404,2680,2680,2680,1082720,HEMBRA DE SEGUNDA
0,2015-03-31,1,ML,12,140,3200,3350,3275,460550,MACHO DE SEGUNDA
1,2015-03-31,1 1/2,ML,7,196,3100,3500,3300,648150,MACHO DE SEGUNDA
2,2015-03-31,1 1/4,ML,19,172,3150,3300,3225,556425,MACHO DE SEGUNDA
3,2015-03-31,2 1/4,MC,1,294,2800,2800,2800,823200,MACHO DE SEGUNDA
0,2015-04-07,2,HL,8,250,2850,2850,2850,712500,HEMBRA DE PRIMERA
1,2015-04-07,2 1/2,HV,8,334,2700,2900,2800,935600,HEMBRA DE PRIMERA
2,2015-04-07,2 1/4,HV,19,295,2700,2740,2720,802660,HEMBRA DE PRIMERA
3,2015-04-07,2 3/4,HV,20,384,2940,3040,2985,1146620,HEMBRA DE PRIMERA
4,2015-04-07,2 3/4,VE,12,380,2780,2920,2850,1085160,HEMBRA DE PRIMERA
5,2015-04-07,3,HV,5,415,3080,3080,3080,1278200,HEMBRA DE PRIMERA
6,2015-04-07,3,VE,55,455,2560,2980,2795,1272455,HEMBRA DE PRIMERA
7,2015-04-07,3,TO,1,844,3080,3080,3080,2599520,MACHO DE PRIMERA
8,2015-04-07,1,HL,5,141,2600,2600,2600,366600,HEMBRA DE SEGUNDA
9,2015-04-07,2 1/2,VE,19,338,2400,2700,2525,855295,HEMBRA DE SEGUNDA
10,2015-04-07,2 1/4,HV,7,312,2600,2600,2600,811200,HEMBRA DE SEGUNDA
11,2015-04-07,2 3/4,VE,34,371,2400,2600,2497,927883,HEMBRA DE SEGUNDA
12,2015-04-07,3,VE,46,446,2440,2720,2582,1151873,HEMBRA DE SEGUNDA
13,2015-04-07,,ML,1,106,3200,3200,3200,339200,MACHO DE SEGUNDA
14,2015-04-07,3,TO,1,594,3000,3000,3000,1782000,MACHO DE SEGUNDA
0,2015-04-09,,HL,3,110,3100,3100,3100,341000,HEMBRA DE PRIMERA
1,2015-04-09,1 1/2,HL,21,197,2650,2850,2767,544583,HEMBRA DE PRIMERA
2,2015-04-09,1 1/4,HL,7,154,2750,3100,2925,451825,HEMBRA DE PRIMERA
3,2015-04-09,2 1/2,HV,19,340,2760,2800,2775,944320,HEMBRA DE PRIMERA
4,2015-04-09,2 1/4,HV,14,303,2700,2760,2730,827310,HEMBRA DE PRIMERA
5,2015-04-09,2 3/4,HV,15,384,2720,3000,2873,1103880,HEMBRA DE PRIMERA
6,2015-04-09,2 3/4,VE,22,380,2580,2780,2710,1030455,HEMBRA DE PRIMERA
7,2015-04-09,3,HV,10,406,2900,2940,2920,1184010,HEMBRA DE PRIMERA
8,2015-04-09,3,VE,46,467,2580,2940,2850,1331668,HEMBRA DE PRIMERA
9,2015-04-09,3,VP,15,462,2650,3100,2875,1337025,HEMBRA DE PRIMERA
10,2015-04-09,,ML,21,118,3900,3900,3900,460200,MACHO DE PRIMERA
11,2015-04-09,1,ML,23,148,3800,3800,3800,562400,MACHO DE PRIMERA
12,2015-04-09,1 1/2,ML,57,202,3450,3600,3540,713670,MACHO DE PRIMERA
13,2015-04-09,1 1/3,ML,45,232,3500,3550,3525,817750,MACHO DE PRIMERA
14,2015-04-09,1 1/4,ML,86,172,3300,3750,3600,617850,MACHO DE PRIMERA
15,2015-04-09,2,MC,59,272,3250,3300,3283,894050,MACHO DE PRIMERA
16,2015-04-09,2 1/2,MC,36,352,3300,3340,3320,1166830,MACHO DE PRIMERA
17,2015-04-09,2 1/4,MC,3,284,3220,3260,3240,921770,MACHO DE PRIMERA
18,2015-04-09,3,TO,2,714,3100,3220,3160,2255280,MACHO DE PRIMERA
19,2015-04-09,,HL,10,108,2500,2850,2675,290275,HEMBRA DE SEGUNDA
20,2015-04-09,1 1/2,HL,1,210,1600,1600,1600,336000,HEMBRA DE SEGUNDA
0,2015-04-09,2 1/2,VE,41,346,2100,2880,2557,886194,HEMBRA DE SEGUNDA
1,2015-04-09,2 1/4,VE,36,301,2500,2660,2588,778664,HEMBRA DE SEGUNDA
2,2015-04-09,2 3/4,VE,30,372,2400,2740,2580,959960,HEMBRA DE SEGUNDA
3,2015-04-09,2 3/4,VP,1,382,2750,2750,2750,1050500,HEMBRA DE SEGUNDA
4,2015-04-09,3,VE,24,464,2440,2800,2617,1219183,HEMBRA DE SEGUNDA
5,2015-04-09,3,VP,4,544,2300,2600,2450,1330000,HEMBRA DE SEGUNDA
6,2015-04-09,,ML,37,123,3300,3550,3400,418050,MACHO DE SEGUNDA
7,2015-04-09,1,ML,30,142,3300,3450,3350,475750,MACHO DE SEGUNDA
8,2015-04-09,1 1/2,ML,82,203,3100,3550,3310,673950,MACHO DE SEGUNDA
9,2015-04-09,1 1/3,ML,25,238,2050,3200,2790,662020,MACHO DE SEGUNDA
10,2015-04-09,1 1/4,ML,96,167,3200,3750,3342,556683,MACHO DE SEGUNDA
11,2015-04-09,2,MC,5,273,2740,3220,2980,812340,MACHO DE SEGUNDA
12,2015-04-09,2 1/4,MC,29,292,2000,3200,2797,816373,MACHO DE SEGUNDA
13,2015-04-09,2 3/4,MC,1,368,2980,2980,2980,1096640,MACHO DE SEGUNDA
14,2015-04-09,3,MC,18,437,2800,3180,2990,1313280,MACHO DE SEGUNDA
15,2015-04-09,3,TO,1,598,3180,3180,3180,1901640,MACHO DE SEGUNDA
0,2015-04-14,,HL,1,86,2600,2600,2600,223600,HEMBRA DE PRIMERA
1,2015-04-14,1 1/4,HL,15,175,2850,2850,2850,498750,HEMBRA DE PRIMERA
2,2015-04-14,2,HV,27,252,2750,3000,2875,724625,HEMBRA DE PRIMERA
3,2015-04-14,2 1/2,HV,6,350,2920,2920,2920,1022000,HEMBRA DE PRIMERA
4,2015-04-14,2 1/4,HV,17,293,2950,2950,2950,864350,HEMBRA DE PRIMERA
5,2015-04-14,2 3/4,HV,6,363,3000,3000,3000,1089000,HEMBRA DE PRIMERA
6,2015-04-14,2 3/4,VE,7,385,2780,2780,2780,1070300,HEMBRA DE PRIMERA
7,2015-04-14,3,VE,2,440,2640,2640,2640,1161600,HEMBRA DE PRIMERA
8,2015-04-14,1 1/2,ML,6,201,3250,3250,3250,653250,MACHO DE PRIMERA
9,2015-04-14,1 1/4,ML,24,173,3750,3750,3750,648750,MACHO DE PRIMERA
10,2015-04-14,2 1/4,MC,20,312,3300,3300,3300,1029600,MACHO DE PRIMERA
